"name","image_url","game_page_url","release_date","console","developer","publisher","l1","l2","l1_url","l2_url"
"Ai Sensei no Oshiete - Watashi no Hoshi","","https://www.zophar.net/music/nintendo-nes-nsf/ai-sensei-no-oshiete-watashi-no-hoshi","Mar 26th,1993","NES","Irem","Irem","Download all files as MP3 (54 MB)","Download original music files (7 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/ai-sensei-no-oshiete-watashi-no-hoshi/mhjspesx/Ai%20Sensei%20no%20Oshiete%20-%20Watashi%20no%20Hoshi%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/ai-sensei-no-oshiete-watashi-no-hoshi/Ai%20Sensei%20no%20Oshiete%20-%20Watashi%20no%20Hoshi%20%28EMU%29.zophar.zip"
"Ai Senshi Nicol","","https://www.zophar.net/music/nintendo-nes-nsf/ai-senshi-nicol","Apr 27th,1987","NES","Konami","Konami","Download all files as MP3 (18 MB)","Download original music files (8 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/ai-senshi-nicol/iktysuuq/Ai%20Senshi%20Nicol%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/ai-senshi-nicol/Ai%20Senshi%20Nicol%20%28EMU%29.zophar.zip"
"Aigiina no Yogen - From the Legend of Balubalouk","","https://www.zophar.net/music/nintendo-nes-nsf/aigiina-no-yogen-from-the-legend-of-balubalouk","Nov 21st,1986","NES","VIC Tokai","VIC Tokai","Download all files as MP3 (27 MB)","Download original music files (14 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/aigiina-no-yogen-from-the-legend-of-balubalouk/yxbhzahw/Aigiina%20no%20Yogen%20-%20From%20the%20Legend%20of%20Balubalouk%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/aigiina-no-yogen-from-the-legend-of-balubalouk/Aigiina%20no%20Yogen%20-%20From%20the%20Legend%20of%20Balubalouk%20%28EMU%29.zophar.zip"
"Air Fortress","https://fi.zophar.net/soundcovers/nintendo-nes-nsf/thumbs_large/nes_airfortress.jpg","https://www.zophar.net/music/nintendo-nes-nsf/air-fortress","Aug 17th,1987","NES","HAL Laboratory, Live Planning","HAL Laboratory","Download all files as MP3 (22 MB)","Download original music files (7 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/air-fortress/ahuiswuq/Air%20Fortress%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/air-fortress/Air%20Fortress%20%28EMU%29.zophar.zip"
"Airball","https://fi.zophar.net/soundcovers/nintendo-nes-nsf/thumbs_large/nes_airball.jpg","https://www.zophar.net/music/nintendo-nes-nsf/airball","","NES","Michtron","Atari","Download all files as MP3 (8 MB)","Download original music files (20 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/airball/bssnakfs/Airball%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/airball/Airball%20%28EMU%29.zophar.zip"
"Airwolf","https://fi.zophar.net/soundcovers/nintendo-nes-nsf/thumbs_large/nes_airwolf.jpg","https://www.zophar.net/music/nintendo-nes-nsf/airwolf","Dec 24th,1988","NES","Kyugo Boueki","Kyugo Boueki","Download all files as MP3 (33 MB)","Download original music files (7 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/airwolf/qfzkqhxk/Airwolf%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/airwolf/Airwolf%20%28EMU%29.zophar.zip"
"Airwolf","","https://www.zophar.net/music/nintendo-nes-nsf/airwolf-1989","Jun1989","NES","Imagineering","Acclaim","Download all files as MP3 (3 MB)","Download original music files (17 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/airwolf-1989/wznbpund/Airwolf%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/airwolf-1989/Airwolf%20%28EMU%29.zophar.zip"
"Akagawa Jirou no Yuurei Ressha","","https://www.zophar.net/music/nintendo-nes-nsf/akagawa-jirou-no-yuurei-ressha","Feb 8th,1991","NES","Mighty Craft","King Records","Download all files as MP3 (39 MB)","Download original music files (19 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/akagawa-jirou-no-yuurei-ressha/witgjbqb/Akagawa%20Jirou%20no%20Yuurei%20Ressha%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/akagawa-jirou-no-yuurei-ressha/Akagawa%20Jirou%20no%20Yuurei%20Ressha%20%28EMU%29.zophar.zip"
"Akai Yousai - Final Commando","","https://www.zophar.net/music/nintendo-nes-nsf/akai-yousai-final-commando","May 2nd,1988","NES","Konami","Konami","Download all files as MP3 (16 MB)","Download original music files (9 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/akai-yousai-final-commando/uxzukqfq/Akai%20Yousai%20-%20Final%20Commando%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/akai-yousai-final-commando/Akai%20Yousai%20-%20Final%20Commando%20%28EMU%29.zophar.zip"
"Aki to Tsukasa no Fushigi no Kabe","","https://www.zophar.net/music/nintendo-nes-nsf/aki-to-tsukasa-no-fushigi-no-kabe","","NES","Super Pig, Hacker International","Super Pig, Hacker International","Download all files as MP3 (15 MB)","Download original music files (3 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/aki-to-tsukasa-no-fushigi-no-kabe/ogjehxod/Aki%20to%20Tsukasa%20no%20Fushigi%20no%20Kabe%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/aki-to-tsukasa-no-fushigi-no-kabe/Aki%20to%20Tsukasa%20no%20Fushigi%20no%20Kabe%20%28EMU%29.zophar.zip"
"Akira","","https://www.zophar.net/music/nintendo-nes-nsf/akira","Dec 24th,1988","NES","Tose","Taito","Download all files as MP3 (107 MB)","Download original music files (7 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/akira/hxwjeghu/Akira%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/akira/Akira%20%28EMU%29.zophar.zip"
"Akuma-kun - Makai no Wana","","https://www.zophar.net/music/nintendo-nes-nsf/akuma-kun-makai-no-wana","Feb 24th,1990","NES","Tose","Bandai","Download all files as MP3 (42 MB)","Download original music files (6 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/akuma-kun-makai-no-wana/riklmevd/Akuma-kun%20-%20Makai%20no%20Wana%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/akuma-kun-makai-no-wana/Akuma-kun%20-%20Makai%20no%20Wana%20%28EMU%29.zophar.zip"
"Akumajou Special - Boku Dracula-kun","","https://www.zophar.net/music/nintendo-nes-nsf/akumajou-special-boku-dracula-kun","Oct 19th,1990","NES","Konami","Konami","Download all files as MP3 (48 MB)","Download original music files (25 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/akumajou-special-boku-dracula-kun/jxbakgmj/Akumajou%20Special%20-%20Boku%20Dracula-kun%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/akumajou-special-boku-dracula-kun/Akumajou%20Special%20-%20Boku%20Dracula-kun%20%28EMU%29.zophar.zip"
"Al Unser Jr. Turbo Racing","https://fi.zophar.net/soundcovers/nintendo-nes-nsf/thumbs_large/nes_alunserjrturboracing.jpg","https://www.zophar.net/music/nintendo-nes-nsf/al-unser-jr-turbo-racing","Jan 31st,1989","NES","Data East","Data East","Download all files as MP3 (325 MB)","Download original music files (7 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/al-unser-jr-turbo-racing/nymukudl/Al%20Unser%20Jr.%20Turbo%20Racing%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/al-unser-jr-turbo-racing/Al%20Unser%20Jr.%20Turbo%20Racing%20%28EMU%29.zophar.zip"
"Aladdin","https://fi.zophar.net/soundcovers/nintendo-nes-nsf/thumbs_large/nes_disneysaladdin_de.jpg","https://www.zophar.net/music/nintendo-nes-nsf/aladdin","","NES","NMS","Virgin","Download all files as MP3 (6 MB)","Download original music files (4 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/aladdin/rpqsffxu/Aladdin%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/aladdin/Aladdin%20%28EMU%29.zophar.zip"
"Aladdin","https://fi.zophar.net/soundcovers/nintendo-nes-nsf/thumbs_large/nes_disneysaladdin_de.jpg","https://www.zophar.net/music/nintendo-nes-nsf/aladdin-1995","","NES","","","Download all files as MP3 (26 MB)","Download original music files (4 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/aladdin-1995/lwdgxdhl/Aladdin%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/aladdin-1995/Aladdin%20%28EMU%29.zophar.zip"
"Alfred Chicken","https://fi.zophar.net/soundcovers/nintendo-nes-nsf/thumbs_large/nes_alfredchicken.jpg","https://www.zophar.net/music/nintendo-nes-nsf/alfred-chicken","","NES","Twilight","Mindscape","Download all files as MP3 (19 MB)","Download original music files (20 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/alfred-chicken/rmcxjawx/Alfred%20Chicken%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/alfred-chicken/Alfred%20Chicken%20%28EMU%29.zophar.zip"
"Alien 3","https://fi.zophar.net/soundcovers/nintendo-nes-nsf/thumbs_large/nes_alien3.jpg","https://www.zophar.net/music/nintendo-nes-nsf/alien-3","Mar1993","NES","Probe","LJN","Download all files as MP3 (32 MB)","Download original music files (16 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/alien-3/etokrjrl/Alien%203%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/alien-3/Alien%203%20%28EMU%29.zophar.zip"
"Alien Syndrome","https://fi.zophar.net/soundcovers/nintendo-nes-nsf/thumbs_large/nes_aliensyndrome.jpg","https://www.zophar.net/music/nintendo-nes-nsf/alien-syndrome","Dec 2nd,1988","NES","Sanritsu","Sunsoft","Download all files as MP3 (14 MB)","Download original music files (16 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/alien-syndrome/wrjlikyq/Alien%20Syndrome%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/alien-syndrome/Alien%20Syndrome%20%28EMU%29.zophar.zip"
"Aliens","","https://www.zophar.net/music/nintendo-nes-nsf/aliens","","NES","Square","Square","Download all files as MP3 (19 MB)","Download original music files (8 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/aliens/dcjlksor/Aliens%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/aliens/Aliens%20%28EMU%29.zophar.zip"
"All-Pro Basketball","https://fi.zophar.net/soundcovers/nintendo-nes-nsf/thumbs_large/nes_allprobasketball.jpg","https://www.zophar.net/music/nintendo-nes-nsf/all-pro-basketball","Jul 21st,1989","NES","Aicom","VIC Tokai","Download all files as MP3 (16 MB)","Download original music files (3 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/all-pro-basketball/rithnqsd/All-Pro%20Basketball%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/all-pro-basketball/All-Pro%20Basketball%20%28EMU%29.zophar.zip"
"Almana no Kiseki","","https://www.zophar.net/music/nintendo-nes-nsf/almana-no-kiseki","Aug 11th,1987","NES","Konami","Konami","Download all files as MP3 (25 MB)","Download original music files (31 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/almana-no-kiseki/jysxgcye/Almana%20no%20Kiseki%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/almana-no-kiseki/Almana%20no%20Kiseki%20%28EMU%29.zophar.zip"
"Alpha Mission","https://fi.zophar.net/soundcovers/nintendo-nes-nsf/thumbs_large/nes_alphamission.jpg","https://www.zophar.net/music/nintendo-nes-nsf/alpha-mission","Sep 3rd,1986","NES","SNK","SNK","Download all files as MP3 (16 MB)","Download original music files (21 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/alpha-mission/kqbvddww/Alpha%20Mission%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/alpha-mission/Alpha%20Mission%20%28EMU%29.zophar.zip"
"Alternate Party 2007","","https://www.zophar.net/music/nintendo-nes-nsf/alternate-party-2007","","NES","","","Download all files as MP3 (5 MB)","Download original music files (2 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/alternate-party-2007/yfewvusk/Alternate%20Party%202007%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/alternate-party-2007/Alternate%20Party%202007%20%28EMU%29.zophar.zip"
"Amagon","https://fi.zophar.net/soundcovers/nintendo-nes-nsf/thumbs_large/nes_amagon.jpg","https://www.zophar.net/music/nintendo-nes-nsf/amagon","Dec 2nd,1988","NES","Aicom","VIC Tokai","Download all files as MP3 (31 MB)","Download original music files (4 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/amagon/tbcckhbl/Amagon%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/amagon/Amagon%20%28EMU%29.zophar.zip"
"America Daitouryou Senkyo","","https://www.zophar.net/music/nintendo-nes-nsf/america-daitouryou-senkyo","Oct 28th,1998","NES","Hect Development Division 1","Hect","Download all files as MP3 (22 MB)","Download original music files (2 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/america-daitouryou-senkyo/ygbwyxqe/America%20Daitouryou%20Senkyo%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/america-daitouryou-senkyo/America%20Daitouryou%20Senkyo%20%28EMU%29.zophar.zip"
"America Oudan Ultra Quiz - Shijou Saidai no Tatakai","","https://www.zophar.net/music/nintendo-nes-nsf/america-oudan-ultra-quiz-shijou-saidai-no-tatakai","Nov 29th,1991","NES","Pixel","Tomy","Download all files as MP3 (76 MB)","Download original music files (21 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/america-oudan-ultra-quiz-shijou-saidai-no-tatakai/ugtpivha/America%20Oudan%20Ultra%20Quiz%20-%20Shijou%20Saidai%20no%20Tatakai%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/america-oudan-ultra-quiz-shijou-saidai-no-tatakai/America%20Oudan%20Ultra%20Quiz%20-%20Shijou%20Saidai%20no%20Tatakai%20%28EMU%29.zophar.zip"
"American Dream","","https://www.zophar.net/music/nintendo-nes-nsf/american-dream","Sep 23rd,1989","NES","Coconuts Japan","Coconuts Japan","Download all files as MP3 (22 MB)","Download original music files (7 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/american-dream/ltqtylyv/American%20Dream%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/american-dream/American%20Dream%20%28EMU%29.zophar.zip"
"American Gladiators","","https://www.zophar.net/music/nintendo-nes-nsf/american-gladiators","Oct1991","NES","Incredible Technologies","Gametek","Download all files as MP3 (37 MB)","Download original music files (20 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/american-gladiators/rrlzybms/American%20Gladiators%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/american-gladiators/American%20Gladiators%20%28EMU%29.zophar.zip"
"Ankoku Shinwa - Yamato Takeru Densetsu","","https://www.zophar.net/music/nintendo-nes-nsf/ankoku-shinwa-yamato-takeru-densetsu","Mar 24th,1989","NES","Another, Zap","Tokyo Shoseki","Download all files as MP3 (37 MB)","Download original music files (5 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/ankoku-shinwa-yamato-takeru-densetsu/tbnkvuyq/Ankoku%20Shinwa%20-%20Yamato%20Takeru%20Densetsu%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/ankoku-shinwa-yamato-takeru-densetsu/Ankoku%20Shinwa%20-%20Yamato%20Takeru%20Densetsu%20%28EMU%29.zophar.zip"
"Antarctic Adventure","","https://www.zophar.net/music/nintendo-nes-nsf/antarctic-adventure","Apr 22nd,1985","NES","Konami","Konami","Download all files as MP3 (4 MB)","Download original music files (1 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/antarctic-adventure/xskwurfo/Antarctic%20Adventure%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/antarctic-adventure/Antarctic%20Adventure%20%28EMU%29.zophar.zip"
"Anticipation","https://fi.zophar.net/soundcovers/nintendo-nes-nsf/thumbs_large/nes_anticipation.jpg","https://www.zophar.net/music/nintendo-nes-nsf/anticipation","Nov1988","NES","Rare","Nintendo","Download all files as MP3 (10 MB)","Download original music files (6 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/anticipation/zlmksxbb/Anticipation%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/anticipation/Anticipation%20%28EMU%29.zophar.zip"
"Aoki Ookami to Shiroki Mejika - Genchou Hishi","","https://www.zophar.net/music/nintendo-nes-nsf/aoki-ookami-to-shiroki-mejika-genchou-hishi","Mar 25th,1993","NES","Koei","Koei","Download all files as MP3 (63 MB)","Download original music files (9 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/aoki-ookami-to-shiroki-mejika-genchou-hishi/bjtcivns/Aoki%20Ookami%20to%20Shiroki%20Mejika%20-%20Genchou%20Hishi%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/aoki-ookami-to-shiroki-mejika-genchou-hishi/Aoki%20Ookami%20to%20Shiroki%20Mejika%20-%20Genchou%20Hishi%20%28EMU%29.zophar.zip"
"Apple Town Monogatari - Little Computer People","","https://www.zophar.net/music/nintendo-nes-nsf/apple-town-monogatari-little-computer-people","Apr 3rd,1987","NES","Square","DOG","Download all files as MP3 (12 MB)","Download original music files (20 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/apple-town-monogatari-little-computer-people/zktwvsqj/Apple%20Town%20Monogatari%20-%20Little%20Computer%20People%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/apple-town-monogatari-little-computer-people/Apple%20Town%20Monogatari%20-%20Little%20Computer%20People%20%28EMU%29.zophar.zip"
"Arch Rivals - A Basketbrawl!","","https://www.zophar.net/music/nintendo-nes-nsf/arch-rivals-a-basketbrawl","Nov1990","NES","Rare","Acclaim","Download all files as MP3 (10 MB)","Download original music files (4 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/arch-rivals-a-basketbrawl/pmfryoax/Arch%20Rivals%20-%20A%20Basketbrawl%21%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/arch-rivals-a-basketbrawl/Arch%20Rivals%20-%20A%20Basketbrawl%21%20%28EMU%29.zophar.zip"
"Architect for PC Jr.","","https://www.zophar.net/music/nintendo-nes-nsf/architect-for-pc-jr","","NES","Gamesoft","Gamesoft","Download all files as MP3 (2 MB)","Download original music files (5 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/architect-for-pc-jr/tmgpfheo/Architect%20for%20PC%20Jr.%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/architect-for-pc-jr/Architect%20for%20PC%20Jr.%20%28EMU%29.zophar.zip"
"Archon","https://fi.zophar.net/soundcovers/nintendo-nes-nsf/thumbs_large/nes_archon.jpg","https://www.zophar.net/music/nintendo-nes-nsf/archon","Dec1989","NES","Bullet-Proof Software","Activision","Download all files as MP3 (5 MB)","Download original music files (3 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/archon/fvkirgyg/Archon%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/archon/Archon%20%28EMU%29.zophar.zip"
"Arctic","","https://www.zophar.net/music/nintendo-nes-nsf/arctic","Feb 23rd,1990","NES","Artdink","Pony Canyon","Download all files as MP3 (33 MB)","Download original music files (4 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/arctic/igaiglxp/Arctic%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/arctic/Arctic%20%28EMU%29.zophar.zip"
"Arctic Adventure - Penguin & Seal","","https://www.zophar.net/music/nintendo-nes-nsf/arctic-adventure-penguin-seal","","NES","Sachen, HES","Sachen, HES","Download all files as MP3 (340 KB)","Download original music files (1 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/arctic-adventure-penguin-seal/kdwazqpk/Arctic%20Adventure%20-%20Penguin%20%26%20Seal%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/arctic-adventure-penguin-seal/Arctic%20Adventure%20-%20Penguin%20%26%20Seal%20%28EMU%29.zophar.zip"
"Argus","","https://www.zophar.net/music/nintendo-nes-nsf/argus","Apr 17th,1986","NES","NMK","Jaleco","Download all files as MP3 (11 MB)","Download original music files (2 KB)","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/argus/ityrnfof/Argus%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-nes-nsf/argus/Argus%20%28EMU%29.zophar.zip"
